Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
871,12/04/20,5:00 PM,Delhi,-,-,25,19,1069
872,12/04/20,5:00 PM,Goa,-,-,5,0,7
873,12/04/20,5:00 PM,Gujarat,-,-,44,22,432
874,12/04/20,5:00 PM,Haryana,-,-,29,3,185
875,12/04/20,5:00 PM,Himachal Pradesh,-,-,6,1,32
876,12/04/20,5:00 PM,Jammu and Kashmir,-,-,6,4,224
877,12/04/20,5:00 PM,Jharkhand,-,-,0,1,17
878,12/04/20,5:00 PM,Karnataka,-,-,37,6,226
879,12/04/20,5:00 PM,Kerala,-,-,142,2,374
880,12/04/20,5:00 PM,Ladakh,-,-,10,0,15
881,12/04/20,5:00 PM,Madhya Pradesh,-,-,0,36,564
882,12/04/20,5:00 PM,Maharashtra,-,-,208,127,1761
883,12/04/20,5:00 PM,Manipur,-,-,1,0,2
884,12/04/20,5:00 PM,Mizoram,-,-,0,0,1
885,12/04/20,5:00 PM,Odisha,-,-,12,1,54
886,12/04/20,5:00 PM,Puducherry,-,-,1,0,7
887,12/04/20,5:00 PM,Punjab,-,-,5,11,151
888,12/04/20,5:00 PM,Rajasthan,-,-,21,3,700
889,12/04/20,5:00 PM,Tamil Nadu,-,-,44,10,969
890,12/04/20,5:00 PM,Telengana,-,-,43,9,504
891,12/04/20,5:00 PM,Tripura,-,-,0,0,2
892,12/04/20,5:00 PM,Uttarakhand,-,-,5,0,35
893,12/04/20,5:00 PM,Uttar Pradesh,-,-,45,5,452
894,12/04/20,5:00 PM,West Bengal,-,-,19,5,134
895,13/04/20,5:00 PM,Andhra Pradesh,-,-,11,7,432
896,13/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11
897,13/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
898,13/04/20,5:00 PM,Assam,-,-,0,1,31
899,13/04/20,5:00 PM,Bihar,-,-,26,1,64
900,13/04/20,5:00 PM,Chandigarh,-,-,7,0,21
901,13/04/20,5:00 PM,Chhattisgarh,-,-,10,0,31
902,13/04/20,5:00 PM,Delhi,-,-,27,24,1154
903,13/04/20,5:00 PM,Goa,-,-,5,0,7
904,13/04/20,5:00 PM,Gujarat,-,-,47,26,539
905,13/04/20,5:00 PM,Haryana,-,-,29,3,185
906,13/04/20,5:00 PM,Himachal Pradesh,-,-,13,1,32
907,13/04/20,5:00 PM,Jammu and Kashmir,-,-,6,4,245
908,13/04/20,5:00 PM,Jharkhand,-,-,0,2,19
909,13/04/20,5:00 PM,Karnataka,-,-,59,6,247
910,13/04/20,5:00 PM,Kerala,-,-,179,3,376
911,13/04/20,5:00 PM,Ladakh,-,-,10,0,15
912,13/04/20,5:00 PM,Madhya Pradesh,-,-,44,43,604
913,13/04/20,5:00 PM,Maharashtra,-,-,217,149,1985
914,13/04/20,5:00 PM,Manipur,-,-,1,0,2
915,13/04/20,5:00 PM,Mizoram,-,-,0,0,1
916,13/04/20,5:00 PM,Nagaland,-,-,0,0,1
917,13/04/20,5:00 PM,Odisha,-,-,12,1,54
918,13/04/20,5:00 PM,Puducherry,-,-,1,0,7
919,13/04/20,5:00 PM,Punjab,-,-,14,11,167
920,13/04/20,5:00 PM,Rajasthan,-,-,21,3,812
921,13/04/20,5:00 PM,Tamil Nadu,-,-,50,11,1075
922,13/04/20,5:00 PM,Telengana,-,-,100,16,562
923,13/04/20,5:00 PM,Tripura,-,-,0,0,2
924,13/04/20,5:00 PM,Uttarakhand,-,-,5,0,35
925,13/04/20,5:00 PM,Uttar Pradesh,-,-,47,5,483
926,13/04/20,5:00 PM,West Bengal,-,-,29,7,152
927,14/04/20,5:00 PM,Andhra Pradesh,-,-,14,9,473
928,14/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11
929,14/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
930,14/04/20,5:00 PM,Assam,-,-,0,1,31
931,14/04/20,5:00 PM,Bihar,-,-,26,1,66
932,14/04/20,5:00 PM,Chandigarh,-,-,7,0,21
933,14/04/20,5:00 PM,Chhattisgarh,-,-,10,0,31
934,14/04/20,5:00 PM,Delhi,-,-,30,28,1510
935,14/04/20,5:00 PM,Goa,-,-,5,0,7
936,14/04/20,5:00 PM,Gujarat,-,-,55,26,617
937,14/04/20,5:00 PM,Haryana,-,-,34,3,199
938,14/04/20,5:00 PM,Himachal Pradesh,-,-,13,1,32
939,14/04/20,5:00 PM,Jammu and Kashmir,-,-,16,4,270
940,14/04/20,5:00 PM,Jharkhand,-,-,0,2,24
941,14/04/20,5:00 PM,Karnataka,-,-,65,9,258
942,14/04/20,5:00 PM,Kerala,-,-,198,3,379
943,14/04/20,5:00 PM,Ladakh,-,-,10,0,15
944,14/04/20,5:00 PM,Madhya Pradesh,-,-,51,50,730
945,14/04/20,5:00 PM,Maharashtra,-,-,229,160,2337
946,14/04/20,5:00 PM,Manipur,-,-,1,0,2
947,14/04/20,5:00 PM,Meghalaya,-,-,0,0,1
948,14/04/20,5:00 PM,Mizoram,-,-,0,0,1
949,14/04/20,5:00 PM,Nagaland,-,-,0,0,1
950,14/04/20,5:00 PM,Odisha,-,-,18,1,55
951,14/04/20,5:00 PM,Puducherry,-,-,1,0,7
952,14/04/20,5:00 PM,Punjab,-,-,14,12,176
953,14/04/20,5:00 PM,Rajasthan,-,-,133,3,879
954,14/04/20,5:00 PM,Tamil Nadu,-,-,58,11,1173
955,14/04/20,5:00 PM,Telengana,-,-,100,17,624
956,14/04/20,5:00 PM,Tripura,-,-,0,0,2
957,14/04/20,5:00 PM,Uttarakhand,-,-,7,0,35
958,14/04/20,5:00 PM,Uttar Pradesh,-,-,49,5,657
959,14/04/20,5:00 PM,West Bengal,-,-,36,7,190
960,15/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11
961,15/04/20,5:00 PM,Andhra Pradesh,-,-,16,9,503
962,15/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
963,15/04/20,5:00 PM,Assam,-,-,0,1,33
964,15/04/20,5:00 PM,Bihar,-,-,29,1,70
965,15/04/20,5:00 PM,Chandigarh,-,-,7,0,21
966,15/04/20,5:00 PM,Chhattisgarh,-,-,13,0,33
967,15/04/20,5:00 PM,Delhi,-,-,30,30,1561
968,15/04/20,5:00 PM,Goa,-,-,5,0,7
969,15/04/20,5:00 PM,Gujarat,-,-,59,30,695
970,15/04/20,5:00 PM,Haryana,-,-,34,3,199
971,15/04/20,5:00 PM,Himachal Pradesh,-,-,13,1,33
972,15/04/20,5:00 PM,Jammu and Kashmir,-,-,30,4,278
973,15/04/20,5:00 PM,Jharkhand,-,-,0,2,27
974,15/04/20,5:00 PM,Karnataka,-,-,75,11,277
975,15/04/20,5:00 PM,Kerala,-,-,211,3,387
976,15/04/20,5:00 PM,Ladakh,-,-,10,0,17
977,15/04/20,5:00 PM,Madhya Pradesh,-,-,64,53,987
978,15/04/20,5:00 PM,Maharashtra,-,-,259,178,2687
979,15/04/20,5:00 PM,Manipur,-,-,1,0,2
980,15/04/20,5:00 PM,Meghalaya,-,-,0,1,7
981,15/04/20,5:00 PM,Mizoram,-,-,0,0,1
982,15/04/20,5:00 PM,Nagaland#,-,-,0,0,0
983,15/04/20,5:00 PM,Odisha,-,-,18,1,60
984,15/04/20,5:00 PM,Puducherry,-,-,1,0,7
985,15/04/20,5:00 PM,Punjab,-,-,14,13,186
986,15/04/20,5:00 PM,Rajasthan,-,-,147,3,1005
987,15/04/20,5:00 PM,Tamil Nadu,-,-,81,12,1204
988,15/04/20,5:00 PM,Telengana,-,-,120,18,647
989,15/04/20,5:00 PM,Tripura,-,-,0,0,2
990,15/04/20,5:00 PM,Uttarakhand,-,-,9,0,37
991,15/04/20,5:00 PM,Uttar Pradesh,-,-,51,11,735
992,15/04/20,5:00 PM,West Bengal,-,-,37,7,213
993,16/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11
994,16/04/20,5:00 PM,Andhra Pradesh,-,-,20,14,534
995,16/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
996,16/04/20,5:00 PM,Assam,-,-,5,1,33
997,16/04/20,5:00 PM,Bihar,-,-,29,1,74
998,16/04/20,5:00 PM,Chandigarh,-,-,7,0,21
999,16/04/20,5:00 PM,Chhattisgarh,-,-,17,0,33
1000,16/04/20,5:00 PM,Delhi,-,-,42,32,1578
1001,16/04/20,5:00 PM,Goa,-,-,5,0,7
1002,16/04/20,5:00 PM,Gujarat,-,-,64,36,871
1003,16/04/20,5:00 PM,Haryana,-,-,43,3,205
1004,16/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,35
1005,16/04/20,5:00 PM,Jammu and Kashmir,-,-,36,4,300
1006,16/04/20,5:00 PM,Jharkhand,-,-,0,2,28
1007,16/04/20,5:00 PM,Karnataka,-,-,82,13,315
1008,16/04/20,5:00 PM,Kerala,-,-,218,3,388
1009,16/04/20,5:00 PM,Ladakh,-,-,10,0,17
1010,16/04/20,5:00 PM,Madhya Pradesh,-,-,64,53,1120
1011,16/04/20,5:00 PM,Maharashtra,-,-,295,187,2919
1012,16/04/20,5:00 PM,Manipur,-,-,1,0,2
1013,16/04/20,5:00 PM,Meghalaya,-,-,0,1,7
1014,16/04/20,5:00 PM,Mizoram,-,-,0,0,1
1015,16/04/20,5:00 PM,Nagaland#,-,-,0,0,0
1016,16/04/20,5:00 PM,Odisha,-,-,18,1,60
1017,16/04/20,5:00 PM,Puducherry,-,-,1,0,7
1018,16/04/20,5:00 PM,Punjab,-,-,27,13,186
1019,16/04/20,5:00 PM,Rajasthan,-,-,147,3,1023
1020,16/04/20,5:00 PM,Tamil Nadu,-,-,118,14,1242
1021,16/04/20,5:00 PM,Telengana,-,-,120,18,698
1022,16/04/20,5:00 PM,Tripura,-,-,1,0,2
1023,16/04/20,5:00 PM,Uttarakhand,-,-,9,0,37
1024,16/04/20,5:00 PM,Uttar Pradesh,-,-,68,13,773
1025,16/04/20,5:00 PM,West Bengal,-,-,42,7,231
1026,17/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11
1027,17/04/20,5:00 PM,Andhra Pradesh,-,-,36,14,572
1028,17/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
1029,17/04/20,5:00 PM,Assam,-,-,5,1,35
1030,17/04/20,5:00 PM,Bihar,-,-,37,1,83
1031,17/04/20,5:00 PM,Chandigarh,-,-,9,0,21
1032,17/04/20,5:00 PM,Chhattisgarh,-,-,23,0,36
1033,17/04/20,5:00 PM,Delhi,-,-,51,38,1640
1034,17/04/20,5:00 PM,Goa,-,-,6,0,7
1035,17/04/20,5:00 PM,Gujarat,-,-,74,38,1021
1036,17/04/20,5:00 PM,Haryana,-,-,43,3,205
1037,17/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,35
1038,17/04/20,5:00 PM,Jammu and Kashmir,-,-,38,4,314
1039,17/04/20,5:00 PM,Jharkhand,-,-,0,2,29
1040,17/04/20,5:00 PM,Karnataka,-,-,82,13,353
1041,17/04/20,5:00 PM,Kerala,-,-,245,3,395
1042,17/04/20,5:00 PM,Ladakh,-,-,14,0,18
1043,17/04/20,5:00 PM,Madhya Pradesh,-,-,65,57,1308
1044,17/04/20,5:00 PM,Maharashtra,-,-,300,194,3205
1045,17/04/20,5:00 PM,Manipur,-,-,1,0,2
1046,17/04/20,5:00 PM,Meghalaya,-,-,0,1,9
1047,17/04/20,5:00 PM,Mizoram,-,-,0,0,1
1048,17/04/20,5:00 PM,Nagaland#,-,-,0,0,0
1049,17/04/20,5:00 PM,Odisha,-,-,19,1,60
1050,17/04/20,5:00 PM,Puducherry,-,-,1,0,7
1051,17/04/20,5:00 PM,Punjab,-,-,27,13,186
1052,17/04/20,5:00 PM,Rajasthan,-,-,164,11,1131
1053,17/04/20,5:00 PM,Tamil Nadu,-,-,180,15,1267
1054,17/04/20,5:00 PM,Telengana,-,-,186,18,743
1055,17/04/20,5:00 PM,Tripura,-,-,1,0,2
1056,17/04/20,5:00 PM,Uttarakhand,-,-,9,0,37
1057,17/04/20,5:00 PM,Uttar Pradesh,-,-,74,14,846
1058,17/04/20,5:00 PM,West Bengal,-,-,51,10,255
1059,18/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,12
1060,18/04/20,5:00 PM,Andhra Pradesh,-,-,42,15,603
1061,18/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
1062,18/04/20,5:00 PM,Assam,-,-,9,1,35
1063,18/04/20,5:00 PM,Bihar,-,-,37,2,85
1064,18/04/20,5:00 PM,Chandigarh,-,-,9,0,21
1065,18/04/20,5:00 PM,Chhattisgarh,-,-,24,0,36
1066,18/04/20,5:00 PM,Delhi,-,-,72,42,1707
1067,18/04/20,5:00 PM,Goa,-,-,6,0,7
1068,18/04/20,5:00 PM,Gujarat,-,-,88,48,1272
1069,18/04/20,5:00 PM,Haryana,-,-,43,3,225
1070,18/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,38
1071,18/04/20,5:00 PM,Jammu and Kashmir,-,-,42,5,328
1072,18/04/20,5:00 PM,Jharkhand,-,-,0,2,33
1073,18/04/20,5:00 PM,Karnataka,-,-,92,13,371
1074,18/04/20,5:00 PM,Kerala,-,-,255,3,396
1075,18/04/20,5:00 PM,Ladakh,-,-,14,0,18
1076,18/04/20,5:00 PM,Madhya Pradesh,-,-,69,69,1355
1077,18/04/20,5:00 PM,Maharashtra,-,-,331,201,3323
1078,18/04/20,5:00 PM,Manipur,-,-,1,0,2
1079,18/04/20,5:00 PM,Meghalaya,-,-,0,1,11
1080,18/04/20,5:00 PM,Mizoram,-,-,0,0,1
1081,18/04/20,5:00 PM,Nagaland#,-,-,0,0,0
1082,18/04/20,5:00 PM,Odisha,-,-,21,1,60
1083,18/04/20,5:00 PM,Puducherry,-,-,3,0,7
1084,18/04/20,5:00 PM,Punjab,-,-,27,13,202
1085,18/04/20,5:00 PM,Rajasthan,-,-,183,11,1229
1086,18/04/20,5:00 PM,Tamil Nadu,-,-,283,15,1323
1087,18/04/20,5:00 PM,Telengana,-,-,186,18,791
1088,18/04/20,5:00 PM,Tripura,-,-,1,0,2
1089,18/04/20,5:00 PM,Uttarakhand,-,-,9,0,42
1090,18/04/20,5:00 PM,Uttar Pradesh,-,-,86,14,969
1091,18/04/20,5:00 PM,West Bengal,-,-,55,10,287
1092,19/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,14
1093,19/04/20,5:00 PM,Andhra Pradesh,-,-,42,15,603
1094,19/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
1095,19/04/20,5:00 PM,Assam,-,-,12,1,35
1096,19/04/20,5:00 PM,Bihar,-,-,37,2,86
1097,19/04/20,5:00 PM,Chandigarh,-,-,10,0,23
1098,19/04/20,5:00 PM,Chhattisgarh,-,-,24,0,36
1099,19/04/20,5:00 PM,Delhi,-,-,72,43,1893
1100,19/04/20,5:00 PM,Goa,-,-,6,0,7
1101,19/04/20,5:00 PM,Gujarat,-,-,94,58,1604
1102,19/04/20,5:00 PM,Haryana,-,-,87,3,233
1103,19/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
1104,19/04/20,5:00 PM,Jammu and Kashmir,-,-,51,5,341
1105,19/04/20,5:00 PM,Jharkhand,-,-,0,2,35
1106,19/04/20,5:00 PM,Karnataka,-,-,104,14,384
1107,19/04/20,5:00 PM,Kerala,-,-,257,3,400
1108,19/04/20,5:00 PM,Ladakh,-,-,14,0,18
1109,19/04/20,5:00 PM,Madhya Pradesh,-,-,127,70,1407
1110,19/04/20,5:00 PM,Maharashtra,-,-,365,211,3651
1111,19/04/20,5:00 PM,Manipur,-,-,1,0,2
1112,19/04/20,5:00 PM,Meghalaya,-,-,0,1,11
1113,19/04/20,5:00 PM,Mizoram,-,-,0,0,1
1114,19/04/20,5:00 PM,Nagaland#,-,-,0,0,0
1115,19/04/20,5:00 PM,Odisha,-,-,24,1,61
1116,19/04/20,5:00 PM,Puducherry,-,-,3,0,7
1117,19/04/20,5:00 PM,Punjab,-,-,31,16,219
1118,19/04/20,5:00 PM,Rajasthan,-,-,183,11,1351
1119,19/04/20,5:00 PM,Tamil Nadu,-,-,365,15,1372
1120,19/04/20,5:00 PM,Telengana,-,-,186,18,844
1121,19/04/20,5:00 PM,Tripura,-,-,1,0,2
1122,19/04/20,5:00 PM,Uttarakhand,-,-,9,0,42
1123,19/04/20,5:00 PM,Uttar Pradesh,-,-,108,17,1084
1124,19/04/20,5:00 PM,West Bengal,-,-,62,12,310
1125,20/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,15
1126,20/04/20,5:00 PM,Andhra Pradesh,-,-,92,20,722
1127,20/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
1128,20/04/20,5:00 PM,Assam,-,-,17,1,35
1129,20/04/20,5:00 PM,Bihar,-,-,42,2,96
1130,20/04/20,5:00 PM,Chandigarh,-,-,13,0,26
1131,20/04/20,5:00 PM,Chhattisgarh,-,-,25,0,36
1132,20/04/20,5:00 PM,Delhi,-,-,290,45,2003
1133,20/04/20,5:00 PM,Goa,-,-,7,0,7
1134,20/04/20,5:00 PM,Gujarat,-,-,106,67,1851
1135,20/04/20,5:00 PM,Haryana,-,-,87,3,233
1136,20/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
1137,20/04/20,5:00 PM,Jammu and Kashmir,-,-,56,5,350
1138,20/04/20,5:00 PM,Jharkhand,-,-,0,2,42
1139,20/04/20,5:00 PM,Karnataka,-,-,111,16,395
1140,20/04/20,5:00 PM,Kerala,-,-,270,3,402
1141,20/04/20,5:00 PM,Ladakh,-,-,14,0,18
1142,20/04/20,5:00 PM,Madhya Pradesh,-,-,127,74,1485
1143,20/04/20,5:00 PM,Maharashtra,-,-,507,223,4203
1144,20/04/20,5:00 PM,Manipur,-,-,2,0,2
1145,20/04/20,5:00 PM,Meghalaya,-,-,0,1,11
1146,20/04/20,5:00 PM,Mizoram,-,-,0,0,1
1147,20/04/20,5:00 PM,Nagaland,-,-,0,0,0
1148,20/04/20,5:00 PM,Odisha,-,-,24,1,68
1149,20/04/20,5:00 PM,Puducherry,-,-,3,0,7
1150,20/04/20,5:00 PM,Punjab,-,-,31,16,219
1151,20/04/20,5:00 PM,Rajasthan,-,-,183,14,1478
1152,20/04/20,5:00 PM,Tamil Nadu,-,-,411,15,1477
1153,20/04/20,5:00 PM,Telengana,-,-,190,21,873
1154,20/04/20,5:00 PM,Tripura,-,-,1,0,2
1155,20/04/20,5:00 PM,Uttarakhand,-,-,11,0,44
1156,20/04/20,5:00 PM,Uttar Pradesh,-,-,129,17,1176
1157,20/04/20,5:00 PM,West Bengal,-,-,66,12,339
1158,21/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,16
1159,21/04/20,5:00 PM,Andhra Pradesh,-,-,96,22,757
1160,21/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1161,21/04/20,5:00 PM,Assam,-,-,19,1,35
1162,21/04/20,5:00 PM,Bihar,-,-,42,2,114
1163,21/04/20,5:00 PM,Chandigarh,-,-,13,0,26
1164,21/04/20,5:00 PM,Chhattisgarh,-,-,25,0,36
1165,21/04/20,5:00 PM,Delhi,-,-,431,47,2081
1166,21/04/20,5:00 PM,Goa,-,-,7,0,7
1167,21/04/20,5:00 PM,Gujarat,-,-,131,77,2066
1168,21/04/20,5:00 PM,Haryana,-,-,127,3,254
1169,21/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
1170,21/04/20,5:00 PM,Jammu and Kashmir,-,-,71,5,368
1171,21/04/20,5:00 PM,Jharkhand,-,-,0,2,46
1172,21/04/20,5:00 PM,Karnataka,-,-,114,17,415
1173,21/04/20,5:00 PM,Kerala,-,-,291,3,408
1174,21/04/20,5:00 PM,Ladakh,-,-,14,0,18
1175,21/04/20,5:00 PM,Madhya Pradesh,-,-,127,76,1540
1176,21/04/20,5:00 PM,Maharashtra,-,-,572,232,4669
1177,21/04/20,5:00 PM,Manipur,-,-,2,0,2
1178,21/04/20,5:00 PM,Meghalaya,-,-,0,1,11
1179,21/04/20,5:00 PM,Mizoram,-,-,0,0,1
1180,21/04/20,5:00 PM,Nagaland,-,-,0,0,0
1181,21/04/20,5:00 PM,Odisha,-,-,24,1,74
1182,21/04/20,5:00 PM,Puducherry,-,-,3,0,7
1183,21/04/20,5:00 PM,Punjab,-,-,39,16,245
1184,21/04/20,5:00 PM,Rajasthan,-,-,205,25,1576
1185,21/04/20,5:00 PM,Tamil Nadu,-,-,457,17,1520
1186,21/04/20,5:00 PM,Telengana,-,-,190,23,919
1187,21/04/20,5:00 PM,Tripura,-,-,1,0,2
1188,21/04/20,5:00 PM,Uttarakhand,-,-,18,0,46
1189,21/04/20,5:00 PM,Uttar Pradesh,-,-,140,20,1294
1190,21/04/20,5:00 PM,West Bengal,-,-,73,12,392
1191,22/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,17
1192,22/04/20,5:00 PM,Andhra Pradesh,-,-,120,24,813
1193,22/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1194,22/04/20,5:00 PM,Assam,-,-,19,1,35
1195,22/04/20,5:00 PM,Bihar,-,-,46,2,126
1196,22/04/20,5:00 PM,Chandigarh,-,-,14,0,27
1197,22/04/20,5:00 PM,Chhattisgarh,-,-,26,0,36
1198,22/04/20,5:00 PM,Delhi,-,-,611,47,2156
1199,22/04/20,5:00 PM,Goa,-,-,7,0,7
1200,22/04/20,5:00 PM,Gujarat,-,-,144,95,2272
1201,22/04/20,5:00 PM,Haryana,-,-,127,3,254
1202,22/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
1203,22/04/20,5:00 PM,Jammu and Kashmir,-,-,81,5,380
1204,22/04/20,5:00 PM,Jharkhand#,-,-,0,3,45
1205,22/04/20,5:00 PM,Karnataka,-,-,129,17,425
1206,22/04/20,5:00 PM,Kerala,-,-,323,3,427
1207,22/04/20,5:00 PM,Ladakh,-,-,14,0,18
1208,22/04/20,5:00 PM,Madhya Pradesh,-,-,148,80,1592
1209,22/04/20,5:00 PM,Maharashtra,-,-,722,251,5221
1210,22/04/20,5:00 PM,Manipur,-,-,2,0,2
1211,22/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1212,22/04/20,5:00 PM,Mizoram,-,-,0,0,1
1213,22/04/20,5:00 PM,Odisha,-,-,30,1,82
1214,22/04/20,5:00 PM,Puducherry,-,-,3,0,7
1215,22/04/20,5:00 PM,Punjab,-,-,49,16,251
1216,22/04/20,5:00 PM,Rajasthan,-,-,230,25,1801
1217,22/04/20,5:00 PM,Tamil Nadu,-,-,635,18,1596
1218,22/04/20,5:00 PM,Telengana,-,-,194,23,945
1219,22/04/20,5:00 PM,Tripura,-,-,1,0,2
1220,22/04/20,5:00 PM,Uttarakhand,-,-,19,0,46
1221,22/04/20,5:00 PM,Uttar Pradesh,-,-,165,21,1412
1222,22/04/20,5:00 PM,West Bengal,-,-,73,15,423
1223,23/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,18
1224,23/04/20,5:00 PM,Andhra Pradesh,-,-,141,27,895
1225,23/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1226,23/04/20,5:00 PM,Assam,-,-,19,1,35
1227,23/04/20,5:00 PM,Bihar,-,-,46,2,148
1228,23/04/20,5:00 PM,Chandigarh,-,-,14,0,27
1229,23/04/20,5:00 PM,Chhattisgarh,-,-,28,0,36
1230,23/04/20,5:00 PM,Delhi,-,-,724,48,2248
1231,23/04/20,5:00 PM,Goa,-,-,7,0,7
1232,23/04/20,5:00 PM,Gujarat,-,-,179,103,2407
1233,23/04/20,5:00 PM,Haryana,-,-,140,3,262
1234,23/04/20,5:00 PM,Himachal Pradesh,-,-,18,1,40
1235,23/04/20,5:00 PM,Jammu and Kashmir,-,-,92,5,407
1236,23/04/20,5:00 PM,Jharkhand,-,-,8,3,49
1237,23/04/20,5:00 PM,Karnataka,-,-,141,17,443
1238,23/04/20,5:00 PM,Kerala,-,-,324,3,438
1239,23/04/20,5:00 PM,Ladakh,-,-,14,0,18
1240,23/04/20,5:00 PM,Madhya Pradesh,-,-,148,81,1695
1241,23/04/20,5:00 PM,Maharashtra,-,-,789,269,5652
1242,23/04/20,5:00 PM,Manipur,-,-,2,0,2
1243,23/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1244,23/04/20,5:00 PM,Mizoram,-,-,0,0,1
1245,23/04/20,5:00 PM,Odisha,-,-,32,1,83
1246,23/04/20,5:00 PM,Puducherry,-,-,3,0,7
1247,23/04/20,5:00 PM,Punjab,-,-,65,16,277
1248,23/04/20,5:00 PM,Rajasthan,-,-,230,27,1890
1249,23/04/20,5:00 PM,Tamil Nadu,-,-,662,18,1629
1250,23/04/20,5:00 PM,Telengana,-,-,197,24,960
1251,23/04/20,5:00 PM,Tripura,-,-,1,0,2
1252,23/04/20,5:00 PM,Uttarakhand,-,-,23,0,46
1253,23/04/20,5:00 PM,Uttar Pradesh,-,-,187,21,1509
1254,23/04/20,5:00 PM,West Bengal,-,-,79,15,456
1255,24/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,22
1256,24/04/20,5:00 PM,Andhra Pradesh,-,-,145,29,955
1257,24/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1258,24/04/20,5:00 PM,Assam,-,-,19,1,36
1259,24/04/20,5:00 PM,Bihar,-,-,46,2,176
1260,24/04/20,5:00 PM,Chandigarh,-,-,14,0,27
1261,24/04/20,5:00 PM,Chhattisgarh,-,-,28,0,36
1262,24/04/20,5:00 PM,Delhi,-,-,808,50,2376
1263,24/04/20,5:00 PM,Goa,-,-,7,0,7
1264,24/04/20,5:00 PM,Gujarat,-,-,258,112,2624
1265,24/04/20,5:00 PM,Haryana,-,-,156,3,272
1266,24/04/20,5:00 PM,Himachal Pradesh,-,-,18,1,40
1267,24/04/20,5:00 PM,Jammu and Kashmir,-,-,92,5,427
1268,24/04/20,5:00 PM,Jharkhand,-,-,8,3,55
1269,24/04/20,5:00 PM,Karnataka,-,-,150,18,463
1270,24/04/20,5:00 PM,Kerala,-,-,324,3,448
1271,24/04/20,5:00 PM,Ladakh,-,-,14,0,18
1272,24/04/20,5:00 PM,Madhya Pradesh,-,-,203,83,1852
1273,24/04/20,5:00 PM,Maharashtra,-,-,840,283,6430
1274,24/04/20,5:00 PM,Manipur,-,-,2,0,2
1275,24/04/20,5:00 PM,Meghalaya,-,-,0,1,12
1276,24/04/20,5:00 PM,Mizoram,-,-,0,0,1
1277,24/04/20,5:00 PM,Odisha,-,-,33,1,90
1278,24/04/20,5:00 PM,Puducherry,-,-,3,0,7
1279,24/04/20,5:00 PM,Punjab,-,-,65,16,277
1280,24/04/20,5:00 PM,Rajasthan,-,-,230,27,1964
1281,24/04/20,5:00 PM,Tamil Nadu,-,-,752,20,1683
1282,24/04/20,5:00 PM,Telengana,-,-,253,26,984
1283,24/04/20,5:00 PM,Tripura,-,-,1,0,2
1284,24/04/20,5:00 PM,Uttarakhand,-,-,24,0,47
1285,24/04/20,5:00 PM,Uttar Pradesh,-,-,206,24,1604
1286,24/04/20,5:00 PM,West Bengal,-,-,103,15,514
1287,25/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,27
1288,25/04/20,5:00 PM,Andhra Pradesh,-,-,171,31,1061
1289,25/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
1290,25/04/20,5:00 PM,Assam,-,-,19,1,36
1291,25/04/20,5:00 PM,Bihar,-,-,46,2,228
1292,25/04/20,5:00 PM,Chandigarh,-,-,15,0,28
1293,25/04/20,5:00 PM,Chhattisgarh,-,-,30,0,36
